id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_409232,gkk kjghh jklkjH hKkk h ghkk jkhhg gh kk hGhjkh hkgefdCc fdefgh gFefgg fghgfee,gk k kj gh h j k l k jH hK k k h g h k k j k h h g g h k k hG hj k h h k g e fdC c f d e f g h gF e fg g f gh gf e e,gk k kj gh h j k l k jH hK k k h g h k k j k h h g g h k k hG hj k h h k g e fdC c f d e f g h gF e fg g f gh gf e e,g k k k j g h h j k l k j H h K k k h g h k k j k h h g g h k k h G h j k h h k g e f d C c f d e f g h g F e f g g f g h g f e e,gk kk jg hh jk lk jH hK kk hg hk kj kh hg gh kk hG hj kh hk ge fd Cc fd ef gh gF ef gg fg hg fe e,gkk kjg hhj klk jHh Kkk hgh kkj khh ggh kkh Ghj khh kge fdC cfd efg hgF efg gfg hgf ee,gkkk jghh jklk jHhK kkhg hkkj khhg ghkk hGhj khhk gefd Ccfd efgh gFef ggfg hgfe e,gkkkj ghhjk lkjHh Kkkhg hkkjk hhggh kkhGh jkhhk gefdC cfdef ghgFe fggfg hgfee,gkkkjg hhjklk jHhKkk hghkkj khhggh kkhGhj khhkge fdCcfd efghgF efggfg hgfee,gkkkjgh hjklkjH hKkkhgh kkjkhhg ghkkhGh jkhhkge fdCcfde fghgFef ggfghgf ee,gkkkjghh jklkjHhK kkhghkkj khhgghkk hGhjkhhk gefdCcfd efghgFef ggfghgfe e,gkkkjghhj klkjHhKkk hghkkjkhh gghkkhGhj khhkgefdC cfdefghgF efggfghgf ee,gkkkjghhjk lkjHhKkkhg hkkjkhhggh kkhGhjkhhk gefdCcfdef ghgFefggfg hgfee,gkkkjghhjkl kjHhKkkhghk kjkhhgghkkh Ghjkhhkgefd CcfdefghgFe fggfghgfee,gkkkjghhjklk jHhKkkhghkkj khhgghkkhGhj khhkgefdCcfd efghgFefggfg hgfee,gkkkjghhjklkj HhKkkhghkkjkh hgghkkhGhjkhh kgefdCcfdefgh gFefggfghgfee,gkkkjghhjklkjH hKkkhghkkjkhhg ghkkhGhjkhhkge fdCcfdefghgFef ggfghgfee,gkkkjghhjklkjHh Kkkhghkkjkhhggh kkhGhjkhhkgefdC cfdefghgFefggfg hgfee,gkkkjghhjklkjHhK kkhghkkjkhhgghkk hGhjkhhkgefdCcfd efghgFefggfghgfe e,gkk kjg hhjkl kjHhK kkhg hkkj khhgg hk k hG hjkh hkg ef dCc fdef gh gFe fgg fg hgfee,gkkkjg hhjklkj HhKkkh ghkkj khh gghkkhGhjk hhk gefdC cfdef ghgF efggfghg fe e,gkkkjghh jklkjH hKkkhg hkkjkhhg ghkk hGhjkhh kgefdC cfde fghgFefggfg hgfee
chant_413959,eDdef e fdcD deffdd d efggfge eghhG hkgf e fg fEdfdc c dffgh gHfedee edghkkH hg hge fEdfdcd fghedEe edE fc cgggfdd dggfgh ghedee,eD def e fd cD deffd d d e fg g fg e e gh hG hk gf e fg fE df d c c d ff gh gH fe de e ed g hk kH hg hg e fE dfd cd f gh edE e edE fc cg g gfd d dg gf gh gh ede e,eD def e fd cD deffd d d e fg g fg e e gh hG hk gf e fg fE df d c c d ff gh gH fe de e ed g hk kH hg hg e fE dfd cd f gh edE e edE fc cg g gfd d dg gf gh gh ede e,e D d e f e f d c D d e f f d d d e f g g f g e e g h h G h k g f e f g f E d f d c c d f f g h g H f e d e e e d g h k k H h g h g e f E d f d c d f g h e d E e e d E f c c g g g f d d d g g f g h g h e d e e,eD de fe fd cD de ff dd de fg gf ge eg hh Gh kg fe fg fE df dc cd ff gh gH fe de ee dg hk kH hg hg ef Ed fd cd fg he dE ee dE fc cg gg fd dd gg fg hg he de e,eDd efe fdc Dde ffd dde fgg fge egh hGh kgf efg fEd fdc cdf fgh gHf ede eed ghk kHh ghg efE dfd cdf ghe dEe edE fcc ggg fdd dgg fgh ghe dee,eDde fefd cDde ffdd defg gfge eghh Ghkg fefg fEdf dccd ffgh gHfe deee dghk kHhg hgef Edfd cdfg hedE eedE fccg ggfd ddgg fghg hede e,eDdef efdcD deffd ddefg gfgee ghhGh kgfef gfEdf dccdf fghgH fedee edghk kHhgh gefEd fdcdf ghedE eedEf ccggg fdddg gfghg hedee,eDdefe fdcDde ffddde fggfge eghhGh kgfefg fEdfdc cdffgh gHfede eedghk kHhghg efEdfd cdfghe dEeedE fccggg fdddgg fghghe dee,eDdefef dcDdeff dddefgg fgeeghh Ghkgfef gfEdfdc cdffghg Hfedeee dghkkHh ghgefEd fdcdfgh edEeedE fccgggf dddggfg hghedee,eDdefefd cDdeffdd defggfge eghhGhkg fefgfEdf dccdffgh gHfedeee dghkkHhg hgefEdfd cdfghedE eedEfccg ggfdddgg fghghede e,eDdefefdc Ddeffddde fggfgeegh hGhkgfefg fEdfdccdf fghgHfede eedghkkHh ghgefEdfd cdfghedEe edEfccggg fdddggfgh ghedee,eDdefefdcD deffdddefg gfgeeghhGh kgfefgfEdf dccdffghgH fedeeedghk kHhghgefEd fdcdfghedE eedEfccggg fdddggfghg hedee,eDdefefdcDd effdddefggf geeghhGhkgf efgfEdfdccd ffghgHfedee edghkkHhghg efEdfdcdfgh edEeedEfccg ggfdddggfgh ghedee,eDdefefdcDde ffdddefggfge eghhGhkgfefg fEdfdccdffgh gHfedeeedghk kHhghgefEdfd cdfghedEeedE fccgggfdddgg fghghedee,eDdefefdcDdef fdddefggfgeeg hhGhkgfefgfEd fdccdffghgHfe deeedghkkHhgh gefEdfdcdfghe dEeedEfccgggf dddggfghghede e,eDdefefdcDdeff dddefggfgeeghh GhkgfefgfEdfdc cdffghgHfedeee dghkkHhghgefEd fdcdfghedEeedE fccgggfdddggfg hghedee,eDdefefdcDdeffd ddefggfgeeghhGh kgfefgfEdfdccdf fghgHfedeeedghk kHhghgefEdfdcdf ghedEeedEfccggg fdddggfghghedee,eDdefefdcDdeffdd defggfgeeghhGhkg fefgfEdfdccdffgh gHfedeeedghkkHhg hgefEdfdcdfghedE eedEfccgggfdddgg fghghedee,eDdefe fdcDd ef fddd efggfg eeg hhGh kg fe fgfEd fd ccdf fghgH fed eee dgh kkH hgh ge fEd fdcdf g he dEe edEf cc gg g fddd ggfg h ghe dee,eDdef efdcDd effddd efggfgeeghh Ghkgfe fgf Edf dccdffgh gHfedee edg hkkHhghgefEd fd cdfg hedEeed Efccgg gfdddg gfgh ghedee,eDdefef dcDdeffdd defggfgee ghhGhkgfe fgfEdfdcc dffghg Hfedeeedg hkkHhghge fEdfd cdfghe dEeedEfccgg gfdddggfg hghedee
chant_415375,hGf hKki hikk k kln lkk l k iHh fghh hhg f gghh hFgigFf,hG f hK k i h ik k k kl n l k k l k iH h f gh h h h g f g gh h hF gi gF f,hG f hK k i h ik k k kl n l k k l k iH h f gh h h h g f g gh h hF gi gF f,h G f h K k i h i k k k k l n l k k l k i H h f g h h h h g f g g h h h F g i g F f,hG fh Kk ih ik kk kl nl kk lk iH hf gh hh hg fg gh hh Fg ig Ff,hGf hKk ihi kkk kln lkk lki Hhf ghh hhg fgg hhh Fgi gFf,hGfh Kkih ikkk klnl kklk iHhf ghhh hgfg ghhh Fgig Ff,hGfhK kihik kkkln lkklk iHhfg hhhhg fgghh hFgig Ff,hGfhKk ihikkk klnlkk lkiHhf ghhhhg fgghhh FgigFf,hGfhKki hikkkkl nlkklki Hhfghhh hgfgghh hFgigFf,hGfhKkih ikkkklnl kklkiHhf ghhhhgfg ghhhFgig Ff,hGfhKkihi kkkklnlkk lkiHhfghh hhgfgghhh FgigFf,hGfhKkihik kkklnlkklk iHhfghhhhg fgghhhFgig Ff,hGfhKkihikk kklnlkklkiH hfghhhhgfgg hhhFgigFf,hGfhKkihikkk klnlkklkiHhf ghhhhgfgghhh FgigFf,hGfhKkihikkkk lnlkklkiHhfgh hhhgfgghhhFgi gFf,hGfhKkihikkkkl nlkklkiHhfghhh hgfgghhhFgigFf,hGfhKkihikkkkln lkklkiHhfghhhhg fgghhhFgigFf,hGfhKkihikkkklnl kklkiHhfghhhhgfg ghhhFgigFf,hGf hKk ihik kkkl nlkk l kiHh fg hhhhgf gghhh Fgi gFf,hGf hKkihikkkk lnlkkl kiHhfgh hh hgfg ghhh Fgig Ff,hGfhKki hikkkklnl kklkiHhf ghhhhgfgg hhhFgigFf
chant_416037,degg ghjh gh jhg hhh eh gg eded c deg eee hghjgfe,d e g g g hj h g h j h g h h h eh g g e d ed c d e g e e e h g h j g fe,d e g g g hj h g h j h g h h h eh g g e d ed c d e g e e e h g h j g fe,d e g g g h j h g h j h g h h h e h g g e d e d c d e g e e e h g h j g f e,de gg gh jh gh jh gh hh eh gg ed ed cd eg ee eh gh jg fe,deg ggh jhg hjh ghh heh gge ded cde gee ehg hjg fe,degg ghjh ghjh ghhh ehgg eded cdeg eeeh ghjg fe,deggg hjhgh jhghh hehgg ededc degee ehghj gfe,degggh jhghjh ghhheh ggeded cdegee ehghjg fe,deggghj hghjhgh hhehgge dedcdeg eeehghj gfe,deggghjh ghjhghhh ehggeded cdegeeeh ghjgfe,deggghjhg hjhghhheh ggededcde geeehghjg fe,deggghjhgh jhghhhehgg ededcdegee ehghjgfe,deggghjhghj hghhhehgged edcdegeeehg hjgfe,deggghjhghjh ghhhehggeded cdegeeehghjg fe,deggghjhghjhg hhhehggededcd egeeehghjgfe,deggghjhghjhgh hhehggededcdeg eeehghjgfe,deggghjhghjhghh hehggededcdegee ehghjgfe,deggghjhghjhghhh ehggededcdegeeeh ghjgfe,deg gg hjhghj hghh heh g ged edcd eg eeeh ghj gf e,deggghj hghj hghhhe hgged edcde geee hghjg fe,deggghjhg hjhghhhehg gededcd egeeeh ghjgfe
chant_416222,dhhk h ghge fgf ghfe dcdd ffe d fgfc dffE dd hhgfghgh,dh hk h g h g e f g f gh fe d cd d f fe d fg f c df fE d d h h g f gh gh,dh hk h g h g e f g f gh fe d cd d f fe d fg f c df fE d d h h g f gh gh,d h h k h g h g e f g f g h f e d c d d f f e d f g f c d f f E d d h h g f g h g h,dh hk hg hg ef gf gh fe dc dd ff ed fg fc df fE dd hh gf gh gh,dhh khg hge fgf ghf edc ddf fed fgf cdf fEd dhh gfg hgh,dhhk hghg efgf ghfe dcdd ffed fgfc dffE ddhh gfgh gh,dhhkh ghgef gfghf edcdd ffedf gfcdf fEddh hgfgh gh,dhhkhg hgefgf ghfedc ddffed fgfcdf fEddhh gfghgh,dhhkhgh gefgfgh fedcddf fedfgfc dffEddh hgfghgh,dhhkhghg efgfghfe dcddffed fgfcdffE ddhhgfgh gh,dhhkhghge fgfghfedc ddffedfgf cdffEddhh gfghgh,dhhkhghgef gfghfedcdd ffedfgfcdf fEddhhgfgh gh,dhhkhghgefg fghfedcddff edfgfcdffEd dhhgfghgh,dhhkhghgefgf ghfedcddffed fgfcdffEddhh gfghgh,dhhkhghgefgfg hfedcddffedfg fcdffEddhhgfg hgh,dhhkhghgefgfgh fedcddffedfgfc dffEddhhgfghgh,dhhkhghgefgfghf edcddffedfgfcdf fEddhhgfghgh,dhhkhghgefgfghfe dcddffedfgfcdffE ddhhgfghgh,dhh kh gh gefg fg hfe d cd dff edf gfcd ffE dd h hgfg hgh,dhhkhg hgefg fgh fedcd dffed f gfcd ffE ddhhg fghgh,dhhk hghgef gfghfedcd dffedfgfcd ffEddhhgf ghgh
chant_417285,hhf ghh ghfed f ff fedc ef ghg f ffgff fgf ffec ef gf fedC defe dd hhhhhgh,h hf gh h gh fe d f f f fedc e f gh g f f fg f f fg f f fe c ef g f fe dC d efe d d h h h h hg h,h hf gh h gh fe d f f f fedc e f gh g f f fg f f fg f f fe c ef g f fe dC d efe d d h h h h hg h,h h f g h h g h f e d f f f f e d c e f g h g f f f g f f f g f f f e c e f g f f e d C d e f e d d h h h h h g h,hh fg hh gh fe df ff fe dc ef gh gf ff gf ff gf ff ec ef gf fe dC de fe dd hh hh hg h,hhf ghh ghf edf fff edc efg hgf ffg fff gff fec efg ffe dCd efe ddh hhh hgh,hhfg hhgh fedf fffe dcef ghgf ffgf ffgf ffec efgf fedC defe ddhh hhhg h,hhfgh hghfe dffff edcef ghgff fgfff gfffe cefgf fedCd efedd hhhhh gh,hhfghh ghfedf fffedc efghgf ffgfff gfffec efgffe dCdefe ddhhhh hgh,hhfghhg hfedfff fedcefg hgfffgf ffgfffe cefgffe dCdefed dhhhhhg h,hhfghhgh fedffffe dcefghgf ffgfffgf ffecefgf fedCdefe ddhhhhhg h,hhfghhghf edffffedc efghgfffg fffgfffec efgffedCd efeddhhhh hgh,hhfghhghfe dffffedcef ghgfffgfff gfffecefgf fedCdefedd hhhhhgh,hhfghhghfed ffffedcefgh gfffgfffgff fecefgffedC defeddhhhhh gh,hhfghhghfedf fffedcefghgf ffgfffgfffec efgffedCdefe ddhhhhhgh,hhfghhghfedff ffedcefghgfff gfffgfffecefg ffedCdefeddhh hhhgh,hhfghhghfedfff fedcefghgfffgf ffgfffecefgffe dCdefeddhhhhhg h,hhfghhghfedffff edcefghgfffgfff gfffecefgffedCd efeddhhhhhgh,hhfghhghfedffffe dcefghgfffgfffgf ffecefgffedCdefe ddhhhhhgh,hh fghhg h fed ff ff ed cef ghgff fgf f fgf ffece fg ffed Cdefed dhh hhhgh,hhfg hhgh fed ffffedce fghgf ffg fffgfffe cefgff edCdefed dhhhhh gh,hhfghh ghfedfff fedcefghgf ffgfffgf ffecef gffe dCdefe ddhhh hhgh
chant_418871,ggggkj gg gjklk h Kj l k klmlkjklk hghh kjhgg ghgk kkjkhg,g g g gk j g g g j k l k h K j l k k lml kjklk h g h h k jh g g g h gk k k j k h g,g g g gk j g g g j k l k h K j l k k lml kj klk h g h h k jh g g g h gk k k j k h g,g g g g k j g g g j k l k h K j l k k l m l k j k l k h g h h k j h g g g h g k k k j k h g,gg gg kj gg gj kl kh Kj lk kl ml kj kl kh gh hk jh gg gh gk kk jk hg,ggg gkj ggg jkl khK jlk klm lkj klk hgh hkj hgg ghg kkk jkh g,gggg kjgg gjkl khKj lkkl mlkj klkh ghhk jhgg ghgk kkjk hg,ggggk jgggj klkhK jlkkl mlkjk lkhgh hkjhg gghgk kkjkh g,ggggkj gggjkl khKjlk klmlkj klkhgh hkjhgg ghgkkk jkhg,ggggkjg ggjklkh Kjlkklm lkjklkh ghhkjhg gghgkkk jkhg,ggggkjgg gjklkhKj lkklmlkj klkhghhk jhggghgk kkjkhg,ggggkjggg jklkhKjlk klmlkjklk hghhkjhgg ghgkkkjkh g,ggggkjgggj klkhKjlkkl mlkjklkhgh hkjhggghgk kkjkhg,ggggkjgggjk lkhKjlkklml kjklkhghhkj hggghgkkkjk hg,ggggkjgggjkl khKjlkklmlkj klkhghhkjhgg ghgkkkjkhg,ggggkjgggjklk hKjlkklmlkjkl khghhkjhggghg kkkjkhg,ggggkjgggjklkh Kjlkklmlkjklkh ghhkjhggghgkkk jkhg,ggggkjgggjklkhK jlkklmlkjklkhgh hkjhggghgkkkjkh g,ggggkjgggjklkhKj lkklmlkjklkhghhk jhggghgkkkjkhg,gg ggkjg g gjkl khKjl kkl m lkjkl kh ghhk jhggghg kkk jk hg,ggg gk jgg gjklk h Kjl kklmlk jklkhgh hkj hgggh gkkkjkh g,ggggkjg ggjklkhK jlkkl mlkjklkhg hhkjhg gghgkkkjkhg
chant_419520,cdd fefed dccdd ddh hgf ghGfed cdd d fedgh hgkjhgF fgg gdfgdd c fghgfedfed cdd,cd d fe fe d dc cd d d dh hgf ghG fed c d d d fedg h hgkjh gF f g g gdfgd d c fghgfed fed c d d,cd d fe fe d dc cd d d dh hgf ghG fed c d d d fed g h hg kjh gF f g g gd fgd d c fghgfed fed c d d,c d d f e f e d d c c d d d d h h g f g h G f e d c d d d f e d g h h g k j h g F f g g g d f g d d c f g h g f e d f e d c d d,cd df ef ed dc cd dd dh hg fg hG fe dc dd df ed gh hg kj hg Ff gg gd fg dd cf gh gf ed fe dc dd,cdd fef edd ccd ddd hhg fgh Gfe dcd ddf edg hhg kjh gFf ggg dfg ddc fgh gfe dfe dcd d,cddf efed dccd dddh hgfg hGfe dcdd dfed ghhg kjhg Ffgg gdfg ddcf ghgf edfe dcdd,cddfe feddc cdddd hhgfg hGfed cdddf edghh gkjhg Ffggg dfgdd cfghg fedfe dcdd,cddfef eddccd dddhhg fghGfe dcdddf edghhg kjhgFf gggdfg ddcfgh gfedfe dcdd,cddfefe ddccddd dhhgfgh Gfedcdd dfedghh gkjhgFf gggdfgd dcfghgf edfedcd d,cddfefed dccddddh hgfghGfe dcdddfed ghhgkjhg Ffgggdfg ddcfghgf edfedcdd,cddfefedd ccddddhhg fghGfedcd ddfedghhg kjhgFfggg dfgddcfgh gfedfedcd d,cddfefeddc cddddhhgfg hGfedcdddf edghhgkjhg Ffgggdfgdd cfghgfedfe dcdd,cddfefeddcc ddddhhgfghG fedcdddfedg hhgkjhgFfgg gdfgddcfghg fedfedcdd,cddfefeddccd dddhhgfghGfe dcdddfedghhg kjhgFfgggdfg ddcfghgfedfe dcdd,cddfefeddccdd ddhhgfghGfedc dddfedghhgkjh gFfgggdfgddcf ghgfedfedcdd,cddfefeddccddd dhhgfghGfedcdd dfedghhgkjhgFf gggdfgddcfghgf edfedcdd,cddfefeddccdddd hhgfghGfedcdddf edghhgkjhgFfggg dfgddcfghgfedfe dcdd,cddfefeddccddddh hgfghGfedcdddfed ghhgkjhgFfgggdfg ddcfghgfedfedcdd,cddfe f ed d ccddddh hgf ghGfed c dddf e dghhgk jhg Ffg gg dfgddc fghg fed fedcdd,cddfe feddccdddd hhgfgh Gfedc ddd fed ghhgk jhgFf gggd fgddcf ghgf edfedc dd,cddfefeddc cddddh hgf ghGfedcd ddfedghhgkj hgFfgggdfgd dcfghgfedfedcdd
chant_419802,eD g h khghhkk kjkll kjhg hGg ghkjh gff feeDd fedefGggf ee,eD g h khg hhk k kj kl l kj h g hG g gh kj h g f f feeD d fe d efG g gf e e,eD g h khg hhk k kj kl l kj h g hG g gh kj h g f f feeD d fe d efG g gf e e,e D g h k h g h h k k k j k l l k j h g h G g g h k j h g f f f e e D d f e d e f G g g f e e,eD gh kh gh hk kk jk ll kj hg hG gg hk jh gf ff ee Dd fe de fG gg fe e,eDg hkh ghh kkk jkl lkj hgh Ggg hkj hgf ffe eDd fed efG ggf ee,eDgh khgh hkkk jkll kjhg hGgg hkjh gfff eeDd fede fGgg fee,eDghk hghhk kkjkl lkjhg hGggh kjhgf ffeeD dfede fGggf ee,eDghkh ghhkkk jkllkj hghGgg hkjhgf ffeeDd fedefG ggfee,eDghkhg hhkkkjk llkjhgh Ggghkjh gfffeeD dfedefG ggfee,eDghkhgh hkkkjkll kjhghGgg hkjhgfff eeDdfede fGggfee,eDghkhghh kkkjkllkj hghGgghkj hgfffeeDd fedefGggf ee,eDghkhghhk kkjkllkjhg hGgghkjhgf ffeeDdfede fGggfee,eDghkhghhkk kjkllkjhghG gghkjhgfffe eDdfedefGgg fee,eDghkhghhkkk jkllkjhghGgg hkjhgfffeeDd fedefGggfee,eDghkhghhkkkj kllkjhghGgghk jhgfffeeDdfed efGggfee,eDghkhghhkkkjk llkjhghGgghkjh gfffeeDdfedefG ggfee,eDghkhghhkkkjkl lkjhghGgghkjhgf ffeeDdfedefGggf ee,eDghkhghhkkkjkll kjhghGgghkjhgfff eeDdfedefGggfee,eDg hk hghh kkk jkll kj h ghG ggh kjhg fffeeD dfed efG gg fee,eD ghk hgh hkkkjkll kjh ghG gghkjhgf ffee Ddfe defGggfee,eDghkhghh kkkjkll kjhghGg ghkjhgf ffeeDdfed efGggfee
chant_421340,ccd fEdfd cd fEdfe cdc cdff ccfdd kkkfgg,c c d fE dfd c d fE dfe c d c c d f f c cf d d k k k fg g,c c d fE dfd c d fE dfe c d c c d f f c cf d d k k k fg g,c c d f E d f d c d f E d f e c d c c d f f c c f d d k k k f g g,cc df Ed fd cd fE df ec dc cd ff cc fd dk kk fg g,ccd fEd fdc dfE dfe cdc cdf fcc fdd kkk fgg,ccdf Edfd cdfE dfec dccd ffcc fddk kkfg g,ccdfE dfdcd fEdfe cdccd ffccf ddkkk fgg,ccdfEd fdcdfE dfecdc cdffcc fddkkk fgg,ccdfEdf dcdfEdf ecdccdf fccfddk kkfgg,ccdfEdfd cdfEdfec dccdffcc fddkkkfg g,ccdfEdfdc dfEdfecdc cdffccfdd kkkfgg,ccdfEdfdcd fEdfecdccd ffccfddkkk fgg,ccdfEdfdcdf Edfecdccdff ccfddkkkfgg,ccdfEdfdcdfE dfecdccdffcc fddkkkfgg,ccdfEdfdcdfEd fecdccdffccfd dkkkfgg,ccdfEdfdcdfEdf ecdccdffccfddk kkfgg,ccdfEdfdcdfEdfe cdccdffccfddkkk fgg,ccdfEdfdcdfEdfec dccdffccfddkkkfg g,cc df Edfd cd fEd fec dcc dff ccf d dk kkf g g,ccdfE dfdc dfEd fecd ccdff cc fddkkkf gg,ccdf EdfdcdfE dfecdcc dffccf ddkkkfgg
chant_423444,cd dhih h hkh hhhh hh hhghihg ef gfe d fffe dffdedcddc cd ff f ff fef gfe ddd hhgfghg,cd dhi h h hk h h h h h h h h hghihg ef g fe d f f fe df f dedcd dc c d f f f f f f ef g fe d d d h h g f gh g,cd dhi h h hk h h h h h h h h hg hihg ef g fe d f f fe df f dedcd dc c d f f f f f f ef g fe d d d h h g f gh g,c d d h i h h h k h h h h h h h h h g h i h g e f g f e d f f f e d f f d e d c d d c c d f f f f f f e f g f e d d d h h g f g h g,cd dh ih hh kh hh hh hh hh gh ih ge fg fe df ff ed ff de dc dd cc df ff ff fe fg fe dd dh hg fg hg,cdd hih hhk hhh hhh hhh ghi hge fgf edf ffe dff ded cdd ccd fff fff efg fed ddh hgf ghg,cddh ihhh khhh hhhh hhgh ihge fgfe dfff edff dedc ddcc dfff fffe fgfe dddh hgfg hg,cddhi hhhkh hhhhh hhhgh ihgef gfedf ffedf fdedc ddccd fffff fefgf edddh hgfgh g,cddhih hhkhhh hhhhhh ghihge fgfedf ffedff dedcdd ccdfff fffefg fedddh hgfghg,cddhihh hkhhhhh hhhhghi hgefgfe dfffedf fdedcdd ccdffff ffefgfe dddhhgf ghg,cddhihhh khhhhhhh hhghihge fgfedfff edffdedc ddccdfff fffefgfe dddhhgfg hg,cddhihhhk hhhhhhhhh ghihgefgf edfffedff dedcddccd ffffffefg fedddhhgf ghg,cddhihhhkh hhhhhhhhgh ihgefgfedf ffedffdedc ddccdfffff fefgfedddh hgfghg,cddhihhhkhh hhhhhhhghih gefgfedfffe dffdedcddcc dffffffefgf edddhhgfghg,cddhihhhkhhh hhhhhhghihge fgfedfffedff dedcddccdfff fffefgfedddh hgfghg,cddhihhhkhhhh hhhhhghihgefg fedfffedffded cddccdffffffe fgfedddhhgfgh g,cddhihhhkhhhhh hhhhghihgefgfe dfffedffdedcdd ccdffffffefgfe dddhhgfghg,cddhihhhkhhhhhh hhhghihgefgfedf ffedffdedcddccd ffffffefgfedddh hgfghg,cddhihhhkhhhhhhh hhghihgefgfedfff edffdedcddccdfff fffefgfedddhhgfg hg,cdd hihhh kh hh hhhh hhg hi hgef gf e d f ffe dff d edcd dccdf f fff fe fgfedd dh hgfghg,cddhih hhkhhhh hhhhhgh ihgefgfe dfff edf fdedcdd ccdff fff fe fgfe dddhhgfg hg,cddhihh hkhhhh hhhh hghihg efgfedfffedff dedcd dccdfffff fefgfedddh hgfghg
chant_423825,g gkh gfghhg gj kl kHkkj k klkkjk hgh kjgg kkjkhg,g gk h gf gh h g g j k l kH k k j k klk kjk h g h k j g g k k j k h g,g gk h gf gh h g g j k l kH k k j k klk kjk h g h k j g g k k j k h g,g g k h g f g h h g g j k l k H k k j k k l k k j k h g h k j g g k k j k h g,gg kh gf gh hg gj kl kH kk jk kl kk jk hg hk jg gk kj kh g,ggk hgf ghh ggj klk Hkk jkk lkk jkh ghk jgg kkj khg,ggkh gfgh hggj klkH kkjk klkk jkhg hkjg gkkj khg,ggkhg fghhg gjklk Hkkjk klkkj khghk jggkk jkhg,ggkhgf ghhggj klkHkk jkklkk jkhghk jggkkj khg,ggkhgfg hhggjkl kHkkjkk lkkjkhg hkjggkk jkhg,ggkhgfgh hggjklkH kkjkklkk jkhghkjg gkkjkhg,ggkhgfghh ggjklkHkk jkklkkjkh ghkjggkkj khg,ggkhgfghhg gjklkHkkjk klkkjkhghk jggkkjkhg,ggkhgfghhgg jklkHkkjkkl kkjkhghkjgg kkjkhg,ggkhgfghhggj klkHkkjkklkk jkhghkjggkkj khg,ggkhgfghhggjk lkHkkjkklkkjk hghkjggkkjkhg,ggkhgfghhggjkl kHkkjkklkkjkhg hkjggkkjkhg,ggkhgfghhggjklk Hkkjkklkkjkhghk jggkkjkhg,ggkhgfghhggjklkH kkjkklkkjkhghkjg gkkjkhg,gg k hgfgh h ggjk lkHkk jkk lkk jkhg hkj gg kkj kh g,ggk hgfg hhgg jklkHk kjk klkk jkhg hkjg gkkjkhg,ggkhgfg hhggj klkHkkjk klkkjkhgh kjggkkj khg
